id;sku;nazwa;kategoria;szerokość;wysokość;głębokość;średnica;jednostka;reguła;raw
276677655;1663371;"Biurko gamingowe Huzaro Hero 8.1 White";"Dom|Wyposażenie i akcesoria|Biurka i stanowiska gamingowe";120;118;60;;cm;product-dims-mm;"Szerokość produktu: 1200 mm; Wysokość produktu: 1180 mm; Głębokość produktu: 600 mm"
276677803;1549502;"FOTEL GAMINGOWY GENESIS NITRO 550 G2 SZARY";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";53.5;;50;;cm;seat-dims;"Szerokość siedziska: 53,5 cm; Głębokość siedziska: 50 cm"
276677810;1549508;"Fotel ergonomiczny Genesis Astat 700 G2 Czarny";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";50;;52;;cm;seat-dims;"Szerokość siedziska: 50 cm; Głębokość siedziska: 52 cm"
276677817;1549509;"Fotel gamingowy Genesis Nitro 440 G2 Mesh czarny";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";52.5;;50;;cm;seat-dims;"Szerokość siedziska: 52,5 cm; Głębokość siedziska: 50 cm"
276677824;1549515;"Fotel dla gracza GENESIS Astat 200 (Siatka z oczkiem, Czarny)";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";48;;49;;cm;seat-dims;"Szerokość siedziska: 48 cm; Głębokość siedziska: 49 cm"
276677926;1555946;"Biurko gamingowe z półką na monitor NanoRS, 50kg max, wysokość 850mm, czarne, RS";"Dom|Wyposażenie i akcesoria|Biurka i stanowiska gamingowe";;;;;;NO_MATCH;""
276677929;1555947;"Biurko gamingowe Genesis Holm Modular 120";"Dom|Wyposażenie i akcesoria|Biurka i stanowiska gamingowe";120;;75;;cm;blat-sxg;"blatu (SxG): 1200 x 750 mm"
276677931;1555948;"Biurko gamingowe Genesis Holm Modular 140";"Dom|Wyposażenie i akcesoria|Biurka i stanowiska gamingowe";140;;75;;cm;blat-sxg;"blatu (SxG): 1400 x 750 mm"
276677934;1555955;"Biurko gamingowe czarne duże RGB Led  NanoRS RS150 50kg max, wysokość 780mm";"Dom|Wyposażenie i akcesoria|Biurka i stanowiska gamingowe";;;;;;NO_MATCH;""
276677940;1555957;"Biurko gamingowe RGB Led NanoRS, czarne, duże, 100kg max, wysokość 760mm, RS163";"Dom|Wyposażenie i akcesoria|Biurka i stanowiska gamingowe";120;2.8;60;;cm;standalone-3d;"120 x 60 x 2,8 cm"
276678101;1791616;"Biurko gamingowe Genesis Holm Modular 180";"Dom|Wyposażenie i akcesoria|Biurka i stanowiska gamingowe";180;;75;;cm;blat-sxg;"blatu (SxG): 1800 x 750 mm"
276678126;1527962;"Fotel gamingowy Force 3.7 Yellow";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";60;;;;cm;product-dims-mm;"Szerokość produktu: 600 mm"
276678144;1810861;"GENESIS NFG-2246 fotel do gry - fotel dla gracza - Obite siedzisko";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";54.5;;51;;cm;seat-dims;"Szerokość siedziska: 54,5 cm; Głębokość siedziska: 51 cm"
276678157;1810865;"Fotel gamingowy Trust GXT 714R Ruya Red";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";71;;75;;cm;product-dims-mm;"Szerokość produktu: 710 mm; Głębokość produktu: 750 mm"
276678164;1810993;"Fotel gamingowy Fury Shinai S4 czarny";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";;;;;;NO_MATCH;""
276678170;1810994;"Fotel gamingowy Fury Shinai S2 czarny";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";;;;;;NO_MATCH;""
276678587;2011945;"Fotel gamingowy Huzaro Force 2.7 Red";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";63;;;;cm;product-dims-mm;"Szerokość produktu: 630 mm"
276678705;2095929;"Fotel do gry GENESIS NFG-2247 - fotel dla gracza z obitym siedziskiem";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";54.5;;51;;cm;seat-dims;"Szerokość siedziska: 54,5 cm; Głębokość siedziska: 51 cm"
276702069;1663344;"Fotel gamingowy Huzaro Combat 3.1 Grey";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";66;;;;cm;product-dims-mm;"Szerokość produktu: 660 mm"
276702094;1663345;"Fotel gamingowy Huzaro Combat 3.1 Pixel";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";66;;;;cm;product-dims-mm;"Szerokość produktu: 660 mm"
276702110;1663346;"Fotel gamingowy Huzaro Combat 3.1 White";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";66;;;;cm;product-dims-mm;"Szerokość produktu: 660 mm"
276702121;1663369;"Biurko gamingowe Huzaro Hero 7.3 White";"Dom|Wyposażenie i akcesoria|Biurka i stanowiska gamingowe";140;79;140;;cm;product-dims-mm;"Szerokość produktu: 1400 mm; Wysokość produktu: 790 mm; Głębokość produktu: 1400 mm"
276702844;2670158;"Fotel gamingowy Trust GXT723B RUYA COMFORTABLE FABRIC BEIGE";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";71;;75;;cm;product-dims-mm;"Szerokość produktu: 710 mm; Głębokość produktu: 750 mm"
276702846;2670159;"Fotel gamingowy TRUST GXT 721SM Ruya Pro Premium";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";71;;75;;cm;product-dims-mm;"Szerokość produktu: 710 mm; Głębokość produktu: 750 mm"
276702848;2670160;"Fotel gamingowy TRUST GXT 703BM Revvo";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";44;;44;;cm;seat-dims;"Szerokość siedziska: 44 cm; Głębokość siedziska: 44 cm"
276702851;2670161;"Fotel gamingowy TRUST GXT 721BM Ruya Pro Premium";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";71;;75;;cm;product-dims-mm;"Szerokość produktu: 710 mm; Głębokość produktu: 750 mm"
276703315;1549503;"Fotel gamingowy Kruger&Matz GX-150 Czarno-szary";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";;;;;;NO_MATCH;""
276703320;1549504;"Fotel gamingowy Kruger&amp;Matz GX-150 Czarno-zielony";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";;;;;;NO_MATCH;""
276703326;1549505;"Fotel gamingowy Kruger&Matz GX-150 Biało-różowy";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";;;;;;NO_MATCH;""
276703331;1549511;"KRUGER&MATZ FOTEL GAMINGOWY WARRIOR GX-150 CZARNY";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";;;;;;NO_MATCH;""
276703335;1549513;"Fotel Gamingowy Kruger&Matz Gx-150 Czarno-Biały";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";;;;;;NO_MATCH;""
276703341;1569180;"Fotel gamingowy Kruger&Matz GX-150 Czarny LED";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";;;;;;NO_MATCH;""
276703735;2852402;"GENESIS NFG-2244 fotel do gry Fotel dla gracza Obite siedzisko";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";54.5;;51;;cm;seat-dims;"Szerokość siedziska: 54,5 cm; Głębokość siedziska: 51 cm"
276704037;1549506;"Fotel gamingowy Kruger&amp;Matz GX-150 Czarno-niebieski";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";;;;;;NO_MATCH;""
276704045;1549512;"Fotel gamingowy Kruger&amp;Matz GX-150 Czarno-czerwony";"Dom|Wyposażenie i akcesoria|Fotele gamingowe";;;;;;NO_MATCH;""
